,negative,neutral,positive,helpfulness,burst,count
A1LQVO1UVHN2H5,0,0.2,0.8,0,0.25,5
A392MGJ4TRSOKV,0.5,0.1666666667,0.3333333333,2.5,0,6
A1LG2DYXUUQYJZ,0.4,0,0.6,0,0.25,5
A1P2QZUX4N04ZR,0,0.2,0.8,1.8260869565,0,5
A2C4RDBRDMFE81,0.4,0.4,0.2,2,0,5
AF1UPUKCYIKT7,0.2,0,0.8,0,0.6666666667,5
A2O952LCMLPDX8,0.1666666667,0.5,0.3333333333,3.6666666667,0.2,6
A3CUYUL17M404S,0,0.3333333333,0.6666666667,0.4285714286,1,6
A2ZEITCUP8JENM,0.2,0,0.8,0.5,1.5,5
A3CEPOWZJYNH4T,0,0,1,1,0.25,5
AB355BX72HTQ8,0,0.2,0.8,1,0.6666666667,5
AGEEXB89TC8XI,0,0,1,1.3823529412,1.5,5
A2ZFUNNOKX2FQQ,0,0,1,2.6,2,6
AW5RWL9WJHH6N,0.05,0.1,0.85,2.7,2.3333333333,20
A30Q121C8FTATD,0,0,1,2.5,0.2,6
A37NKSD8N4TW50,0,0,1,1.5,0,7
A1L9X6SRRHE4A3,0,0,1,0,2.5,7
AM2RUZNSOGM1A,0,0.2,0.8,1,0.6666666667,5
AMFBWTEGTCISK,0.2,0,0.8,0.5,0.6666666667,5
A3UBN04C6Q4FHQ,0,0.1666666667,0.8333333333,0,3,12
A3NU6DCHF7IV5K,0,0.3333333333,0.6666666667,0,1,6
A3KMYHC1E69P32,0,0.1111111111,0.8888888889,2.5,0.2857142857,9
A3KR2WCBHIOJDO,0,0,1,0,5,6
A37SHHBP8X6V14,0.2,0.2,0.6,1,0.25,5
A1OT04O9LGSD5I,0.4,0.4,0.2,2.380952381,0.6666666667,5
A1GQK49Z3G4J8G,0.125,0.625,0.25,1,3,8
A2XOW3I6FV0CBC,0.2,0.1,0.7,1,1.5,10
AQ5IFLQNETIP2,0,0.2,0.8,0,0.6666666667,5
A3DCAU3M2S8KC8,0,0,1,1,2,6
A3PIKZO6KQLSJJ,0.1666666667,0,0.8333333333,0.6666666667,0.5,6
AAMPHWBFSVHTJ,1,0,0,1.4285714286,0,5
A18E9WZ22NJOEW,0,0.1428571429,0.8571428571,0,0.4,7
ADZJ9KNVBTP49,0,0.2,0.8,1,1.5,5
AIFK71BDW4N6Q,0,0,1,1.5961538462,0.6666666667,5
A36H8MB1D953X8,0.3333333333,0.5,0.1666666667,0,1,6
AIXT2LGR7LWH1,0,0,1,0,1.3333333333,7
A236A4I0G2MYFI,0,0.1111111111,0.8888888889,1.9090909091,0.5,9
A1S6RNLRYQ196Q,0,0,1,0,0.6666666667,5
AKWXU8WJB1VQ2,0,0.1428571429,0.8571428571,1,6,14
A18Z4PYBB9L9RY,0.375,0.125,0.5,0,0.3333333333,8
A395BO6E2BLYW,0.1666666667,0,0.8333333333,1.75,0.7142857143,12
A1ZK93WROUJGY,0.25,0.25,0.5,1,0.6,8
A4GGZ77M7DGZ9,0,0,1,0,4,5
A1FF2PLA84KNAE,0,0,1,1.5,0,5
A2Z587CAIYZBZ1,0.4,0,0.6,0,0.25,5
A3VHKO17S8PYQE,0,0,1,1,1.6666666667,8
A2SDO260QWF9O0,0,0.2,0.8,1,1.5,5
A68TJI3DU5164,0,0,1,0.8461538462,2,6
AMTLBVBC3IVXU,0.2,0.2,0.6,1,0.25,5
A30KOE6C3O400C,0,0,1,0,0.6666666667,5
A1VLSWH3UOEB0P,0.5714285714,0.1428571429,0.2857142857,2.5,1.3333333333,7
A2NZCRHLTFKKCB,0.2,0.2,0.6,1.5050505051,0.6666666667,5
AJR2LNJCTRQ92,0,0,1,0.6666666667,0.25,5
A1J4YGQ1NY5YE,0,0,1,2.3953488372,0.5,6
A149RNR5RH19YY,0,0.2,0.8,4.46,0,15
ARB5A3UAOZPZG,0,0,1,3,2,6
A10YYZSMCYWGPK,0.1428571429,0.4285714286,0.4285714286,2.5,1.3333333333,7
A2C3XQPVN7NF5B,0,0.1666666667,0.8333333333,0,2,6
A24NYM947UJP1W,0.4,0,0.6,0,0,5
A2KEXLV7813DMJ,0,0,1,2,0.2,6
A26W868FTJU93X,0.1666666667,0.3333333333,0.5,0,0.5,6
A1NKLYO2J9IJXQ,0,0,1,0,4,5
A18P98QS2M3K6Z,0,0.1111111111,0.8888888889,2,0.8,9
A27F8RVF72Q051,0,0.2,0.8,0,4,5
AXF8GYR77H8FC,0,0,1,0,0.6666666667,5
A18GM995O50RX8,0,0.4,0.6,0,0.25,5
AUVEH40TW6RP5,0.0666666667,0.1333333333,0.8,2.2666666667,2,15
A18NLLRJU7PCVU,0,0,1,0,3,8
A1TZ1YY3W7HUQG,0,0,1,1,2,6
A3PGE0N774CEXW,0.3,0.1,0.6,3.3915343915,0,10
AWH39PTZU7RJ4,0,0,1,1,0.5,6
A28ZCJZ4JCWDJ5,0.1818181818,0.2727272727,0.5454545455,0,1.2,11
A3PQRE0KKPO2J3,0.4,0,0.6,3,0.25,5
A3C527RZDJ2TSH,0.2,0.2,0.6,0.8888888889,0.6666666667,5
A2QT7OXFI89YZJ,0,0,1,2,2,6
A2NT7XTP9TJVUC,0.2,0.2,0.6,0,4,5
A3VPGZ3R51UOZX,0.2,0.2,0.6,1.6666666667,1.5,5
A26YM3DY14BV93,0.2857142857,0.1428571429,0.5714285714,0.9230769231,0.1666666667,7
AQY5SQ3VSG224,0.1666666667,0.1666666667,0.6666666667,0,0.5,6
A13IZPZUZRHIHY,0.1428571429,0,0.8571428571,1.6666666667,0.4,7
A2T4DF37DGNCK8,0.2,0,0.8,2,0.6666666667,5
A1TJ60Y7ZBO4EK,0.0322580645,0.0322580645,0.935483871,1.5,0.9375,31
A13WJH9MUDKOP7,0,0.4,0.6,1,1.5,5
A3319N29GIQ2CP,0,0,1,1,0.25,5
A3GNXMTFR8CL90,0.1666666667,0,0.8333333333,2.25,0,6
A27TN4T7B7BHTX,0.2,0,0.8,0.6363636364,4,5
A1K0SFCTIQE692,0,0,1,0,0.25,5
A21W9X8NQWF1YD,0.2,0.2,0.6,1,0.25,5
AK2ME3FLE864X,0,0,1,0.8,1.5,5
A1FK14ZCV3B1RA,0.2,0.1,0.7,1,0.1111111111,10
ANQBEL3XYIU3Q,0,0,1,0,2,6
A3FWI03TTRIWDP,0,0.1428571429,0.8571428571,1,0.1666666667,7
ACUR3GIIIQDV1,0.1666666667,0.3333333333,0.5,1,2,6
A2P3CAZMPPEZGC,0.1666666667,0,0.8333333333,0.7142857143,0.2,6
A2OETXF5H8OQNP,0.1428571429,0.2857142857,0.5714285714,0,6,7
A2NN47PZUOGPIR,0,0.1666666667,0.8333333333,1,0.5,6
A3W4VK4DFRPKY0,0,0,1,1,5,6
AL74DAHF6U0OK,0,0.1666666667,0.8333333333,0,0,6
A3BG7Q6NNZCEGP,0,0,1,2,0.25,5
A38WXJ7QM9OB6S,0.2,0,0.8,1,0,5
A14I2Q1GCZVRG0,0.5,0.1666666667,0.3333333333,1.7272727273,0.2,6
A1W67NB503WVQ9,0,0.1428571429,0.8571428571,0,1.3333333333,7
A2SFY2JVS69FZB,0,0.1666666667,0.8333333333,1,0.5,6
AUPY3DENQ88XA,0,0,1,0,4,5
A396SROED8P5KH,0.4,0,0.6,1,0.6666666667,5
AKFZDNJ22CQ1U,0.2,0.4,0.4,0,4,5
A34C3O6RLPZXDI,0.4,0.2,0.4,1,0,5
A2IBPIPT9CPLXV,0.4,0,0.6,0.8695652174,0.25,5
A3A25SCYI0P8CK,0,0,1,5,0.5,6
A5NXA10HTO42S,0.5,0,0.5,2.4523809524,0.6,8
A13WXU7Q1VM2S5,0,0,1,1,0,6
A3HLI2ZKGOH3MZ,0,0,1,1,1.5,5
A1FVQ84B5M1NNA,0.1666666667,0,0.8333333333,0,1,6
A2P0QMSFRTMRH,0.2,0.2,0.6,0,1.5,5
A1NBAH04LUHHE8,0,0.6,0.4,1,1.5,5
A360VP3RBMJFDL,0.3043478261,0,0.6956521739,9.3910714286,1.0909090909,23
A2A7FU5L441O0J,0,0.2222222222,0.7777777778,2,0.2857142857,9
A2XFCQVJIFBQVE,0,0.4,0.6,0,0.6666666667,5
A247L282PID4PE,0.25,0,0.75,1.75,0.3333333333,8
A2YCJZJVP48AL7,0,0,1,0.9268292683,0.5,6
A1YEPFLLH42OU1,0.09375,0.09375,0.8125,18.8832238399,0.1428571429,32
A36YSEXU62T1IE,0,0.2,0.8,0,0.6666666667,5
A8J6HB70AMM9U,0.1666666667,0.1666666667,0.6666666667,0,2,6
A2BO6IIEUCX8HJ,0,0.1428571429,0.8571428571,0,0,7
ASEH02I5697XU,0,0,1,1,0.2,6
A36RF2Y69QJ735,0.2,0.2,0.6,1,0.6666666667,5
A2LCE1D0TW2XY0,0,0.4285714286,0.5714285714,3.7674418605,0.1666666667,7
A2Y2M6X9XOMPP4,0,0,1,1.3205128205,0.25,5
A3S9BHI7O6PRI,0,0,1,1.3333333333,0.1428571429,8
A19Y67PFN599BP,0,0.1333333333,0.8666666667,3,0.5,15
A2HVGYO96OP8GQ,0.1666666667,0.1666666667,0.6666666667,0,2,6
AAQCTTYE2POUW,0,0,1,0,4,5
A1PHEKZLLYRMX,0.2,0.2,0.6,2.8333333333,0,5
A24AF1TY1KR4B8,0.125,0,0.875,2,0.3333333333,8
A1ISQPF1G13LPL,0,0,1,3.8045112782,0,7
A1PGM5HLRGOPB,0.2,0,0.8,2,0,5
A28Z6OPFVIZE8X,0.2,0,0.8,0.5,4,5
A1KU8DS7KA7OYT,0,0.1666666667,0.8333333333,0,2,6
A25PEVCH3G6MQ4,0.4,0,0.6,1,4,5
A22GMTX2Z8J78E,0,0.1428571429,0.8571428571,0.6666666667,2.5,7
A2HL8HZKRZA1CJ,0.2,0,0.8,1,0,5
A2D4H3AZN62F6K,0,0,1,0,0.6666666667,5
AOYAZN4MA0TVU,0,0.2,0.8,0,1.5,5
A24BC8WNWMJIXC,0,0,1,1.3,0.25,5
A2JA2B6X8AV3KJ,0.1666666667,0,0.8333333333,0.6666666667,0.5,6
APGQTZZ4ZFPHO,0.1666666667,0.1666666667,0.6666666667,1,5,6
A313NCEBMHGJM9,0.4,0,0.6,0,1.5,5
A3OQRG3QDR90UU,0,0.2,0.8,1,0.6666666667,5
A1HTMH2D8L1QKL,0.6,0,0.4,1,0.6666666667,5
A14HLKUW0D6GJ0,0.2,0,0.8,0.6666666667,1.5,5
A1VSV3UMCGX74L,0,0.1666666667,0.8333333333,0,2,6
APYHQ2MTQGNJG,0.1666666667,0.1666666667,0.6666666667,1,0.2,6
ATKV0DKVBDT10,0.2,0,0.8,2,1.5,5
A2WP6HUL15WKNC,0.1111111111,0.2222222222,0.6666666667,3,0.125,9
A3UM7Q1KO1228S,0.125,0,0.875,3,0.3333333333,8
A1VFX417XDNWIU,0,0.1,0.9,3.9727796358,0.1111111111,10
A2QTFOQJKV31RV,0.6,0,0.4,3.2380952381,0,5
A18EH9SOEZN4XO,0.5,0.1666666667,0.3333333333,0.7142857143,0,6
A274ODYJMKM7M5,0,0,1,0,2,6
A60WZCOIUL2E6,0.1666666667,0.1666666667,0.6666666667,0,1,6
A2JHY8KQCUR8SF,0.8,0.2,0,0,0.25,5
API6TPZ1H1KBU,0.5,0,0.5,1,2,6
A39O83IXC1O4LE,0,0,1,1.8333333333,0.6666666667,5
A2PUPXTIHDM5BV,0,0.6,0.4,1,0.6666666667,5
A3KCKECEO3E2AN,0.2,0.1333333333,0.6666666667,3,0.3636363636,15
AJ5FJ8CRL6CUG,0,0.2,0.8,0,4,5
AGVF7OK99O5AP,0.2857142857,0,0.7142857143,1.3888888889,0.1666666667,7
ANRS196NKFVUU,0,0,1,2.4666666667,0.25,10
AD6TVUR50KSHV,0,0,1,1.6666666667,0.6666666667,5
A2GKKOQKUGRPXH,0,0,1,1,0.25,5
A1BOM156UQG7UX,0.2,0.2,0.6,0,0.25,5
A33152QEGO2MZN,0,0.1578947368,0.8421052632,4,1.7142857143,19
ARZCZS9P5TBXY,0.1111111111,0.2222222222,0.6666666667,0,0.8,9
A79HDHHYFGVJS,0,0,1,0,2,6
A33MF4NWAUKWH5,0,0,1,1,0.6666666667,5
A30E8KFHV4U6JI,0,0.5,0.5,0,1,6
A3QR9JE9ZR4DGE,0.4,0,0.6,0,1.5,5
A2LWLN6XNT5YD7,0,0.1666666667,0.8333333333,2,2,6
A39LAVSRBHOB3I,0,0.2,0.8,1,0.6666666667,5
A2U8NJ898KV1DT,0,0.1428571429,0.8571428571,0,2.5,7
ASO12Y5LOS1OE,0,0,1,1,4,5
A2VKHMLLFGIPU9,0,0.2857142857,0.7142857143,1,2.5,7
A1LV28FZ6DBVUM,0.2857142857,0.2857142857,0.4285714286,0.3333333333,0.75,7
AYNCCD1E6Y3KL,0,0.2,0.8,0,0.25,5
A1PEOT9M9EOKH7,0,0,1,0.6666666667,0,5
A115GM0PI28KP5,0,0.2857142857,0.7142857143,0.5,0.75,7
A1ES5IKVNQMSLR,0.2,0,0.8,1,0,5
A33JZJWT82A5TM,0.4,0,0.6,0.6,0.25,5
A14DNCG5WHM86Z,0.3333333333,0.2,0.4666666667,5.55,0,15
A2S2SL6QJQI0XC,0,0.1428571429,0.8571428571,1,1.3333333333,7
A1G75GBMTJAE4W,0,0.2,0.8,0.5,0.25,5
AEEL9PL1OW5B5,0.2,0.2,0.6,0,2.3333333333,10
A2Y8K8FC7QBMQC,0,0.3333333333,0.6666666667,0,2,6
A268FJSEHC2SID,0,0,1,0.6666666667,0.6666666667,5
A3NW707RE853VV,0.4,0,0.6,1.1666666667,0.6666666667,5
A3U1QXQFISK94B,0,0,1,0,1.5,5
A22GN52DSVYVFE,0,0,1,1,1.5,5
A3MQMYTL5L3I3J,0,0.2,0.8,1.5,0.25,5
A3ER6ARJ23CIN8,0,0,1,1,0,8
AI7N1UKCCXYUW,0,0.2,0.8,0,1.5,5
A2Q28URFDQ0UJP,0.125,0.125,0.75,0,1.6666666667,8
ASZXCFFOX1Y78,0,0,1,2,0.25,5
A1EB3IFZTPXBDI,0,0,1,0,4,5
A2VZP50FSYD6CO,0,0,1,1.75,0,5
A3AUGEUZU16QSE,0,0,1,2,0.4,7
AJYQXIZQW616Z,0.6,0,0.4,0,0.6666666667,5
A2FWVE1HO6CNG0,0.3333333333,0,0.6666666667,0,2,6
AZT9O25NMMTG0,0,0.4,0.6,0,1.5,5
AYBC65CKY57YW,0,0,1,1,1.5,5
A39LF67R8A1DTH,0,0,1,0,2,6
A2K7ZXD9QW20L6,0.2,0,0.8,1,0.25,5
A10W34JB8M3UU8,0.2,0,0.8,1.8076923077,0.25,5
A3UY2ZIAYCK4DQ,0,0,1,1,1.5,10
AKA0V7B45N82E,0.125,0.125,0.75,0.5,0.1428571429,8
A19S0EX0F01AJF,0,0.2,0.8,0,0.6666666667,5
A1JIHDSPIRR22Z,0,0.5,0.5,3.0714285714,0,6
A16YNNT757JVUE,0.4,0,0.6,2.5902335457,0,5
A2YW2W4WXU53QL,0,0,1,1,1,8
A22W5NMKLKYQ8F,0,0.2,0.8,0,0.6666666667,5
ABEJ73URFFICN,0,0,1,1,2,6
A2CB3PUDCTYZGI,0,0.2,0.8,0,0.25,5
A2KXL3I0YNJZ3,0.125,0,0.875,2,1.6666666667,8
A2WOX2FEFECYPM,0.375,0,0.625,0.5,0,8
A3CBI2FMR08286,0,0.2,0.8,0,1.5,5
A2VH36D9VZVZQX,0,0.2,0.8,0,0.25,5
AJ69H7FKBZZQ2,0.1428571429,0.2857142857,0.5714285714,1.6666666667,0.1666666667,7
A46J55O5M5ARK,0,0.1111111111,0.8888888889,1.6666666667,2,18
AZNQF5GS3X6CR,0,0.3333333333,0.6666666667,3,0.5,6
AZLWQV9SEZ1SS,0,0,1,2,0.4,7
A18FOCXT82K1WE,0,0.1428571429,0.8571428571,0.75,0.75,7
ATM7I13TZTX0W,0.3333333333,0,0.6666666667,0.6666666667,1,6
A3LJYRYNWF21D7,0,0.4,0.6,0,0.6666666667,5
A2S4UJPROMTGMT,0,0,1,0,0.6666666667,5
A1WOUCWZ6MVSXT,0,0,1,1,0.2,6
A14QRHSHAILGTB,0,0,1,1,0,5
A3SA00HHCD9III,0.0909090909,0,0.9090909091,1.4772727273,0.8333333333,11
A155UKTP8UHIVM,0.8,0,0.2,2.0952380952,0.25,5
A371HJIMDXGYTA,0,0,1,2,5,18
A2JYTCO6828WPL,0.2,0,0.8,0.5,0.25,5
A2JBYL2SSFP0SL,0,0,1,1,0.25,5
A1QD8U3HN77UA4,0.6,0,0.4,0,4,5
A1I5KOSTTZ2M9X,0,0.2,0.8,0,0.6666666667,5
ABHKKU4V9QCRF,0.1666666667,0,0.8333333333,1,0,6
A2BMD9I3UF0PWB,0.1428571429,0,0.8571428571,0.9047619048,2.5,7
AXFI8BCLPKIIE,0,0.1666666667,0.8333333333,0,0.2,6
A16IT612FWPB1Y,0,0,1,0.8888888889,0.25,5
A1QUYOWD1ANVD,0.2,0.2,0.6,0.6666666667,0,5
A3IP16UMN7366S,0.1666666667,0,0.8333333333,2.4166666667,0,6
A1HNZENSXN051,0,0.2857142857,0.7142857143,0,2.5,7
AGC9NUXUD4TUK,0,0.1428571429,0.8571428571,0.5,1.3333333333,7
ACJ8QSHKW3ZBF,0.2,0,0.8,1,4,5
A1RDY59HM2YASA,0,0.4,0.6,1,1.5,5
AUXYGUTIRQYL,0.2,0.2,0.6,0,1.5,5
A27L6SUMWL4YG8,0.4,0.2,0.4,2,1.5,5
A3VQOEJWYBBHK1,0.2,0,0.8,0.5,1.5,5
A2X7NBUETXC19E,0,0.1428571429,0.8571428571,3.8620689655,0,7
A8L4Z7313NGF5,0.1666666667,0,0.8333333333,3,0.5,6
A1PYAN34XK8903,0,0,1,2,0.6666666667,5
A1HEMJCHRGTUWU,0.2,0.2,0.6,0,1.5,5
A33AE6FK7DOWA9,0,0,1,0,1,8
ALBZ8UY0PPGSB,0.0588235294,0.1176470588,0.8235294118,6.4943977591,0.3076923077,17
A36VELBB1OVFBN,0,0,1,1,1,6
A2XBIVYJH45V4L,0,0.2,0.8,0.5,0.25,5
A3GYY4CBRUZRSO,0.1666666667,0.3333333333,0.5,1.7666666667,0.2,6
A308QFOEO0ZND4,0.4,0.2,0.4,1,4,5
A38G4QQJCB3YUY,0.2222222222,0.1111111111,0.6666666667,0.5,0.5,9
ANZPYL35BFRTR,0,0,1,0.75,0.5,6
A16J2L207DI5WU,0.6666666667,0,0.3333333333,1,5,6
A2I4413XDKCKAW,0.2,0.2,0.6,1,0.6666666667,5
A1CLQWMU7US51I,0.2,0,0.8,0.1666666667,1.5,5
A2JXS1JII6SAUD,0.1428571429,0.1428571429,0.7142857143,2,0.4,7
A2XU9CK1YAWUCT,0.0909090909,0.0909090909,0.8181818182,1.75,2.6666666667,11
AGA9TZP88MTPB,0,0,1,0.5,5,6
A1NZC2UBXOGNQQ,0.125,0.125,0.75,0,1.6666666667,8
A38KNWX62D5OYR,0.6,0,0.4,1,0,5
A1Z2IETYXI8ONI,0.3333333333,0,0.6666666667,0.6666666667,0.5,6
A3JORG1G0DHWFT,0,0.2,0.8,0,1.5,5
AJHI6JKUY8J1A,0,0,1,0,0.6666666667,5
A3LJ3U9JPQR24O,0,0,1,2.5,0,6
AC8I92Y7BIP4R,0.2,0.4,0.4,0,1.5,5
A2G2NSMZAYDORC,0,0,1,1,4,5
A24GG5Y8D2T4LF,0,0.2,0.8,1.6666666667,1.5,5
A1VKBDONSZHDKK,0.1666666667,0.1666666667,0.6666666667,0.8958333333,0.2,6
A3D8GH2XXOUD6P,0,0.2222222222,0.7777777778,0,0.8,9
A35SO3QWPD8VY,0.0769230769,0.0769230769,0.8461538462,4.3333333333,1.1666666667,13
A1EEOM40GSKX1F,0.1666666667,0.1666666667,0.6666666667,1,0.5,6
A37JBB74JMVWLR,0.2,0.4,0.4,1.5,0.25,5
A1AMWJFLGMH4CI,0,0,1,0,0.6666666667,5
A5VQKTB980GB4,0.6666666667,0,0.3333333333,3.5,0.2,6
ALX0R9TJFYPRK,0.4,0.2,0.4,1.5,1.5,5
A3V6O96ZM037RD,0.1666666667,0,0.8333333333,2,0.2,6
A35LWWEDNT9ZQU,0.2,0,0.8,1,0,5
A1RUJI1HAMJCNX,0.4,0.2,0.4,0,1.5,5
A11N0XDM3F434J,0,0,1,1,0.6666666667,10
A2X7422CAIUHS6,0.4,0,0.6,1.5,0.25,5
AY9W4QLSDM8TY,0,0,1,0,0.3333333333,8
AZDFYCADND0EM,0,0,1,0,1.3333333333,7
A3O5J43GFTSPSN,0.1666666667,0.1666666667,0.6666666667,1,5,6
AMQGBGJ0Q9B8Y,0.3333333333,0,0.6666666667,1,0.5,6
A1B3K46SDHIK1E,0,0.1428571429,0.8571428571,2,0.75,7
A2UZJFW76S7LEF,0.1666666667,0,0.8333333333,2,1,6
A1G8KGDXJHNK37,0,0.3333333333,0.6666666667,1,1,6
ARRH91A313NC4,0.1666666667,0.3333333333,0.5,0,1,6
A3PLSE1DHYB3E5,0,0.1666666667,0.8333333333,0,0.2,6
A17KNKWCU3VQCC,0,0,1,2.5,0,5
A2WCJGOH3F99LF,0.4,0,0.6,1,1.5,5
A3A9H9SXODN6D5,0.0909090909,0,0.9090909091,1,1.2,11
A36APU90DKK1GP,0.1666666667,0.1666666667,0.6666666667,2.595959596,0,6
A29ELOT6SOOTFY,0,0,1,1,1,6
A2RZPV3R0GT83Z,0.4285714286,0,0.5714285714,5.5992451993,0.5555555556,14
A2E31Q96HGG3LW,0,0.6666666667,0.3333333333,0,2,6
A2HGYPK40O8C09,0,0.125,0.875,0,0.6,8
AEX98MALR3BXW,0.2857142857,0.1428571429,0.5714285714,1,6,7
A1655B3Q7JHYL4,0,0,1,0,4,5
A1LJR1JBD3VY07,0,0,1,0,0.25,5
AK6T6P5M12W2J,0.1666666667,0,0.8333333333,1.3333333333,0.2,6
A1X8IR1ZE3I77A,0,0,1,1,0.6666666667,5
A12YWADZ2CME8E,0.2,0,0.8,3,0.6666666667,5
A3K83W14ZL8W37,0.2,0,0.8,0,0.6666666667,5
A3HLH7UOHXEX94,0,0.1666666667,0.8333333333,0,0.5,6
A3EJRV7JRTH2HY,0,0.5,0.5,1.2820512821,1,6
A1G8A9B795CBFD,0,0.3333333333,0.6666666667,1,1,6
A1O09K4R0YVN3,0.1578947368,0,0.8421052632,4.6666666667,0.2666666667,19
A2AR7NNSEB8A6Q,0.6666666667,0.3333333333,0,1.1666666667,0.2,6
A2Z0UMHDRDCS5J,0,0,1,1,0.25,5
ACDMKJ1QK3CS8,0.125,0.125,0.75,4.2522522523,0.1428571429,8
AEP3EY5B73SJF,0,0,1,1,0.5,6
A3V2GP8UWVU5AK,0.2857142857,0,0.7142857143,0,0.1666666667,7
A1H9YW32BSIT67,0,0,1,2,0.5,6
A1IJ3ERGG4Y9LX,0.4,0.2,0.4,1.75,1.5,5
A2P3J6601ZAJEU,0,0,1,2,0,5
A1GCBCPEDQW5JP,0,0.4,0.6,1,1.5,5
AZJSS1DPDTZ2P,0.5,0,0.5,1,1,8
A37DNOODK5VL4Z,0,0.1428571429,0.8571428571,0.9431818182,0.4,7
AI82K9A7HC7JH,0.1428571429,0.1428571429,0.7142857143,2,0.75,7
A245G62BIJ7WCN,0.1428571429,0,0.8571428571,0,0.75,7
A2TN5JUPP8PF8S,0,0,1,0,1,6
A20QMISU4S0XRC,0.2,0,0.8,1.8888888889,0.6666666667,5
A36XRXX2WQWAWC,0.4,0.4,0.2,0.5,0.6666666667,5
A2MS2I9OHNWIJQ,0.6,0,0.4,1,0,5
A1UFPCUKV04A8B,0,0.4,0.6,0,0,5
A3C2N7CSLJ4AL3,0.3333333333,0.3333333333,0.3333333333,2,1,6
A21IEE8UFGQ3E3,0.2,0,0.8,1,0,5
A35ICTSTKRMLN1,0,0.2,0.8,1,0,5
A26JQ8M4ODNX2C,0.2,0.4,0.4,2.9125,0.6666666667,5
A3O1FVLUD9X1XC,0,0,1,0,0.5,6
A29Y99U3P49VBB,0,0,1,3,0,5
AGX2K0FMS0IVL,0.4,0,0.6,1,0.6666666667,5
A2T7W6GZPKBZYH,0.1666666667,0,0.8333333333,2,0.2,6
A1OKP5ZKATJDKS,0,0,1,0,1.5,5
A1XNH3VVCRY1NT,0,0.3333333333,0.6666666667,0.7777777778,0.5,6
A2RY83SN1IEJJW,0,0,1,1,0.5,6
A2P06K653ZTGXN,0,0,1,1,0.25,5
A3415F0MLJU13C,0.6,0,0.4,0.5,0,5
A3JHBKVHD7YQCT,0.3333333333,0,0.6666666667,0.75,1,6
A2OLITQB58L63Y,0,0.6,0.4,0,0.25,5
A3BQTEOVJQSMRZ,0.125,0.625,0.25,1,3,8
ACE395CS1MGJT,0,0,1,1.5,6,7
A2E5XNMRYJM0KZ,0.2,0,0.8,0,0.6666666667,5
A2SIQTVGAZ7LEL,0.5,0,0.5,2.3571428571,0,8
A1YGUQ4IUUO1ZX,0.2222222222,0.1111111111,0.6666666667,0.5,0.5,9
A2P1Y9DN6LN5Z5,0.4,0.2,0.4,1,0,5
A2W7ZCJASP4BZH,0.4,0.2,0.4,0.7142857143,4,5
AFJ52B6FP2WYS,0,0.1666666667,0.8333333333,0,0.5,6
A42TV8FJP7MI3,0.1666666667,0,0.8333333333,1,0.5,6
AH0DR4U0PVC13,0.4,0,0.6,0.5,0.6666666667,5
A229BBFAQP2IXZ,0.4,0,0.6,0.5,0.6666666667,5
A36LAI32YAZPSZ,0.1666666667,0,0.8333333333,0,1,6
A1RFWUCNE7NTWU,0.1666666667,0.1666666667,0.6666666667,1,0.2,6
A18IUSH71LBL5V,0,0.1666666667,0.8333333333,2.5,0.5,6
A1QC1C545QHNZG,0,0,1,1.3333333333,0.25,5
A2BITF822VV4Q5,0,0,1,0,1.5,5
A2Z9GGZA16EMBA,0.1666666667,0,0.8333333333,3,0,6
A1WL9YW1FJEILP,0.2,0,0.8,0,0.6666666667,5
A21QEH04E3E8PB,0.6,0,0.4,0,0.6666666667,5
AOIDYHPFQ0D7L,0,0,1,1,4,5
A2IQQKL50G7IU1,0.2,0,0.8,0,0.25,5
A2NL38GNTTHTH7,0.6,0,0.4,0,1.5,5
A2IFEMT7GW1ELF,0.2,0.4,0.4,1,4,5
A3SGCU4IPNHXV0,0.6,0.2,0.2,3.4110023042,0,5
AO4ZG16RR30OM,0,0.2,0.8,0,0.25,5
A1J4VNPXTZQL3E,0,0.1666666667,0.8333333333,2,2,6
AU64WINK156CH,0,0,1,2,0,6
ASZHO2BZOD54Y,0.4,0,0.6,0,1.5,5
AX7NHCNL7C3XM,0,0.2,0.8,0,0,5
A3SVMF5BOE38HT,0.125,0,0.875,1.2666666667,1,8
A2ETCBLG5KTDNS,0.1666666667,0,0.8333333333,1.7272727273,0.2,6
A4VEKNHHOZIMJ,0,0.1428571429,0.8571428571,0,0.1666666667,7
AILFH9AF3N5WN,0,0.2,0.8,0,1.5,5
AV06HO775BX4H,0.2857142857,0.1428571429,0.5714285714,1.7380952381,0.4,7
A2Q7SZISE1RXQQ,0.1666666667,0,0.8333333333,1,1,6
A279FUL12R7MBD,0,0,1,0.5454545455,0,5
A38VI7WA0EHDGH,0,0.2,0.8,0,4,5
A1FF2PGHX16EPP,0.3333333333,0,0.6666666667,1,1,6
A3AF8GQGBCEO73,0.125,0.125,0.75,0.9,0.6,8
A1NJ9NU4F1ICQW,0.1666666667,0.1666666667,0.6666666667,0,5,6
ABELFZY1RYG0R,0.6,0.2,0.2,1,0,5
APV99W7VS44SR,0.4,0,0.6,0,0.6666666667,5
A7A2HVWK29IV5,0.1666666667,0,0.8333333333,0,0.5,6
A3PWDPQ4B1S7G8,0.5,0,0.5,0,1,6
